epoch,train_loss,val_fine_accuracy,val_fine_balanced_accuracy,val_fine_macro_f1,val_fine_weighted_f1,val_coarse_accuracy,val_coarse_balanced_accuracy,val_coarse_macro_f1,val_coarse_weighted_f1,val_bin_f1,best_score_so_far,best_epoch_so_far
11,0.18823689074018207,0.9894503157265816,0.7151973302985001,0.7229658352511773,0.9883403796348138,0.9923274677945204,0.7005908611450424,0.7299709250438549,0.991917894779146,0.9973133038186129,0.7229658352511773,11
12,0.18628636570324106,0.989557876365317,0.7210993526826716,0.7273812572563957,0.9886069362123892,0.9924357885791125,0.7038035454948237,0.7339689866732568,0.9920402265170409,0.9973465629433468,0.7273812572563957,12
13,0.18473153296368167,0.9897300494018793,0.7255664891094376,0.7289309373058341,0.9887170168202074,0.9925235854255715,0.7066690034891674,0.7379716425032409,0.9921388896834193,0.9973977822547674,0.7289309373058341,13
14,0.18382505711491012,0.9898235473422641,0.7261173608678332,0.7316400658667759,0.988794848696807,0.9925729949062626,0.7083024239211728,0.7399113200777361,0.9921926195937262,0.997397957534885,0.7316400658667759,14
15,0.18167053310821318,0.9899565728672017,0.7301376459414516,0.7389177278108279,0.9889762714303748,0.9926630721902919,0.7100111541981123,0.7422180610258197,0.9922868763971039,0.9974526903876884,0.7389177278108279,15
16,0.18003771080005485,0.9899953403058979,0.7307376081116245,0.7363941875097852,0.9890761241107758,0.9927273045151904,0.7125315203946778,0.7438415903794864,0.9923628010119425,0.9974694003425012,0.7389177278108279,15
17,0.1793258624829465,0.9900584324120112,0.7308663642151904,0.7372600889804257,0.989096499596455,0.992750108890894,0.7130691097113051,0.7444468565140943,0.99239367851784,0.9974898405027561,0.7389177278108279,15
18,0.17803490846188924,0.9901963988850181,0.7309374688392493,0.7357705513112952,0.9893001464883634,0.992866031134054,0.7179332598028042,0.7500955776801019,0.9925270431263699,0.9975164858654619,0.7389177278108279,15
19,0.178344956667278,0.9901758749468849,0.7326830938986005,0.7378639471978389,0.989265843157526,0.9928705920091947,0.7167873989989115,0.7489843465400652,0.9925237713519136,0.9975108924010475,0.7389177278108279,15
20,0.17601066157834006,0.9903290443370274,0.7369471674556958,0.7420362879700366,0.9895212525091489,0.9929401453550908,0.7195532928506216,0.7533833442761722,0.9925954977426112,0.9975353845578799,0.7420362879700366,20
21,0.1747050209771221,0.9903347454309533,0.7377019162673758,0.7441775137713477,0.9894576764076151,0.992967510605935,0.7220011088170599,0.7549795351055606,0.9926370568529612,0.9975598354324823,0.7441775137713477,21
22,0.17276736392338035,0.9903970773912099,0.7396053410809189,0.7420547685497494,0.9896333210679171,0.9930077983363448,0.7229559025496934,0.7554791702763418,0.99267873781912,0.9975556643657528,0.7441775137713477,21
23,0.17220106462013737,0.9905475862708536,0.74003404971467,0.7443384810006546,0.9897364001513153,0.9930431451186854,0.722599704772209,0.756332334915839,0.9927148628755683,0.9975713647668382,0.7443384810006546,23
24,0.17089219111004578,0.9905646895526313,0.7390652863777918,0.7460359367310359,0.9897472882483447,0.9930423849728286,0.7241922524340607,0.7576994705798588,0.9927205504974581,0.9975511955492424,0.7460359367310359,24
25,0.17036043572011483,0.9905696305007005,0.7444366486808902,0.74689134611588,0.9898110756175693,0.9930990158391593,0.7278296210310802,0.7616008819947786,0.992787179292347,0.9975836109169702,0.74689134611588,25
26,0.16949190580102183,0.9906334827526706,0.7441927342203554,0.749287855846869,0.9898563308648285,0.9931172593397221,0.727475727322223,0.7622890262547367,0.9928048794343296,0.9976052269135113,0.749287855846869,26
27,0.16781403513617338,0.990678331358221,0.7401964195441695,0.7475939207100463,0.9899087529644833,0.9931366430590701,0.7289353873109423,0.7634942399395247,0.9928328260388876,0.9976069251986961,0.749287855846869,26
28,0.16733244328914698,0.9907399031726207,0.7439573897247896,0.7488344453669653,0.9899603575842543,0.9931773108624082,0.7316727362513781,0.7669272791867097,0.9928743149916526,0.9976344248910919,0.749287855846869,26
29,0.16636235545565498,0.9907342020786949,0.7448792900592978,0.7472539243178513,0.9899568360981116,0.9931788311541219,0.7315345642063203,0.7646239805464542,0.9928816636175782,0.9976191723114548,0.749287855846869,26
30,0.16516668783318858,0.9907877923615983,0.7437217569692613,0.7482579528826102,0.9900604767490064,0.9932061964049662,0.7341524327170331,0.7672389146448733,0.9929153309939184,0.9976453665860892,0.749287855846869,26
31,0.1646159624707248,0.9907976742577366,0.7479194825017738,0.7498415159503888,0.9900702314171865,0.9932369823121661,0.7347177903267514,0.7681971224687842,0.9929434810714012,0.9976526114113927,0.7498415159503888,31
32,0.16341197620562656,0.9908391022069315,0.7522368490873134,0.7512689449623348,0.9901796521076601,0.9932677682193659,0.7385012072837429,0.7733767749892385,0.9929990308890213,0.9976596125365023,0.7512689449623348,32
33,0.1632644659786252,0.9908786297914844,0.7512077479683312,0.752284450435638,0.9901839380551835,0.9932955135431386,0.734149005066802,0.7679397684258995,0.9930105215167291,0.9976674592360223,0.752284450435638,33
34,0.1618632096913589,0.9908714084058449,0.7526763344879427,0.7521314840967251,0.990214409701479,0.9933156574083435,0.7425670336854737,0.7751917031125783,0.9930589734751116,0.9976594975882429,0.752284450435638,33
35,0.1607777793113017,0.9909633860545162,0.7485661269766082,0.7528044946609265,0.9902922383522306,0.9933582255763236,0.7361852985045236,0.770475699889698,0.9930797994542484,0.9976927235810426,0.7528044946609265,35
36,0.16008485954192914,0.9910428212965504,0.7509053852519898,0.7524126016894076,0.9903917620443065,0.9933954727233062,0.739353693550169,0.7746556850309858,0.9931220233735847,0.9977162846293242,0.7528044946609265,35
37,0.15890361645004392,0.9909934118158592,0.7528619604940786,0.750984747061626,0.9903901011122521,0.9934273988492912,0.7438555654344086,0.7755341633966948,0.9931748005813258,0.9977169536537308,0.7528044946609265,35
38,0.15786203614362493,0.9910709466932515,0.7564733081728967,0.7530537521748927,0.9904837933158895,0.9934718673819133,0.7429330527653488,0.7767966153721642,0.9932072433060817,0.9977269700436693,0.7530537521748927,38
39,0.15685791852848055,0.991097551798239,0.7559017417350017,0.7537341835120863,0.9905529091144488,0.9934768083299823,0.7475672679193016,0.7800899550791299,0.9932322427784216,0.9977236833497911,0.7537341835120863,39
40,0.1559246228318425,0.991195990686693,0.7570013044964699,0.7577360687660458,0.990549849908919,0.9935098746747526,0.7424433329168132,0.7756935295177381,0.9932487077567906,0.997734693802056,0.7577360687660458,40
41,0.1545966294231564,0.99118724900934,0.7552047482519889,0.7548996061092563,0.9906013426393558,0.9935459816029499,0.745703253792906,0.7778534498428649,0.9932944830579689,0.9977454043630903,0.7577360687660458,40
42,0.153727279270332,0.9912016917806189,0.7572533802488175,0.7541708332195652,0.9906248123600093,0.9935509225510191,0.7474727652356101,0.7803633977261847,0.9933061987701622,0.9977585001478693,0.7577360687660458,40
43,0.15258906538120973,0.9912704849806581,0.7567341428862563,0.7584295977988446,0.9906690736933895,0.9935737269267227,0.750870128246536,0.7813282295418801,0.9933382850082427,0.9977701400471983,0.7584295977988446,43
44,0.1514529364581649,0.9913343372326282,0.7564782191557398,0.7572948822603129,0.9907599839099551,0.9936257969179126,0.7478446786649929,0.7800977235031292,0.9933847622328876,0.9977908302124705,0.7584295977988446,43
45,0.15062779503705506,0.9913388981077689,0.7593501703513987,0.7594999777049486,0.9907821995760524,0.9936626639919668,0.7501068993995572,0.7833152905021893,0.9934224931619497,0.9977843662703447,0.7594999777049486,45
46,0.14926408533000418,0.9913917282448156,0.7592070317448991,0.7573812198565069,0.9908249706288675,0.9936516418770434,0.7530064884621595,0.7827449566827236,0.9934250714577916,0.9978027780595561,0.7594999777049486,45
47,0.148020995363172,0.9914449384547908,0.7608896275335757,0.7599880934297983,0.9909180252362686,0.9936854683676704,0.7533540308963051,0.7836109203794925,0.9934596613586243,0.9978062519580082,0.7599880934297983,47
48,0.14699437466907087,0.9915148718736151,0.7622035103594311,0.7628638805742062,0.9909675603610355,0.9937211952229393,0.753150982004688,0.7859312231680293,0.9934929775249175,0.9978104366977507,0.7628638805742062,48
49,0.1454168460350367,0.9915376762493188,0.7630040133401209,0.759344809698633,0.9910014283335742,0.993750840911354,0.756992264870708,0.786470509721146,0.9935291476172352,0.9978373602203957,0.7628638805742062,48
50,0.1443957192461986,0.9916114103974271,0.7617627727675839,0.761531766738428,0.9910599223664682,0.9938017706837587,0.7558041997833117,0.7855403218978017,0.9935806016262643,0.9978383981638651,0.7628638805742062,48
51,0.14297825271178946,0.9916159712725677,0.7632355065433196,0.7602295601506418,0.9911169051909189,0.9937728851412009,0.7569151476918956,0.7871537907096541,0.9935606200014908,0.9978562426832186,0.7628638805742062,48
52,0.14161512826529704,0.9917018677543847,0.7638414140819692,0.762215888518728,0.9912103158569123,0.9938352171014574,0.7595496618293232,0.7882908648052732,0.9936283616348299,0.9978560133452071,0.7628638805742062,48
53,0.1404746375850822,0.9917372145367253,0.7648142800099732,0.7641688404968668,0.991234207492871,0.9938603019147314,0.7600522102029404,0.791190446819307,0.9936532322571853,0.9978656999168631,0.7641688404968668,53
54,0.1390400371647876,0.9917699008085672,0.7656501155835393,0.7644997188543541,0.9912916347214956,0.9939017298639263,0.7612415903668359,0.7921528562376862,0.9937011109401948,0.9978796951901207,0.7644997188543541,54
55,0.13763316924601193,0.9918360334981077,0.7662753254296927,0.7648714535851314,0.9913606382455279,0.9939055305932102,0.7585625025609292,0.7892982449746604,0.9936881002157029,0.9979068149044125,0.7648714535851314,55
56,0.13625040375231143,0.9918576976550261,0.7653013513090985,0.7642381101668961,0.9913937261839602,0.9939412574484792,0.7597344678104592,0.7896790758318524,0.9937335636329915,0.99790534283607,0.7648714535851314,55
57,0.13525362737524158,0.9919169890318554,0.7641483868899343,0.7656818214973183,0.991462657102274,0.9939747038661778,0.762285002291444,0.7914440189538622,0.993775600497275,0.9979238630360977,0.7656818214973183,57
58,0.13400710609584507,0.991931051730206,0.7653020042258932,0.766038972957468,0.9914870722048486,0.9939750839391063,0.7631303814686776,0.7928160146493166,0.9937749156886417,0.9979273209089413,0.766038972957468,58
59,0.13263837614802657,0.9920249297435192,0.7657728893315904,0.7676358233910353,0.9915637964786985,0.9940408365557183,0.7652982031636895,0.7948421638789392,0.9938452847783826,0.9979469765413252,0.7676358233910353,59
60,0.13136601978840876,0.9920424130982253,0.7667203089890224,0.7672689265728813,0.9916230600130724,0.994036655753506,0.763379326477953,0.7941721734631472,0.9938411649297701,0.997948774862708,0.7676358233910353,59
61,0.13018182676863174,0.9921134867358349,0.7697551951545866,0.771176081005402,0.9916721992773021,0.9940693420253478,0.7629104724858662,0.7931380173546653,0.993873012946349,0.9979717098600758,0.771176081005402,61
62,0.12936279765988945,0.992091442505988,0.7668057827417313,0.7684324478280623,0.9916610466294173,0.9940621206397083,0.7644705208722982,0.7936761833584848,0.9938713125983034,0.9979705787462371,0.771176081005402,61
63,0.12829599975259193,0.9921480733723187,0.7676342935639283,0.7707849554751144,0.9917308542536343,0.9940803641402712,0.764592142873743,0.7934803903105618,0.9938895133815352,0.9979680978116748,0.771176081005402,61
64,0.12722901419575683,0.9921685973104519,0.768521019394865,0.7698453127246594,0.9917643502373039,0.9940970873491205,0.7645886936664532,0.7936757645897141,0.9939091384283456,0.9979773867634488,0.771176081005402,61
65,0.12647357666119452,0.992175438623163,0.7677770495218372,0.7699734554204558,0.9917604949223595,0.9940837847966267,0.7647312418586774,0.7937205533587113,0.9938954451159037,0.9979863518973697,0.771176081005402,61
66,0.12586687150290987,0.9921857005922297,0.7665470845556246,0.7682425569254717,0.9917985726089532,0.9941130504121131,0.7657479278040653,0.7952229118021508,0.9939282963302641,0.997990101791619,0.771176081005402,61
67,0.12524644653429148,0.9922187669369998,0.7666137994631947,0.7696138830017658,0.991808154908473,0.9941343344961031,0.7666466706231613,0.7962595644094235,0.9939483813299393,0.9979997581718728,0.771176081005402,61
68,0.12463677223534647,0.9922309292707084,0.7671761955401813,0.7694924570125231,0.9918441108206874,0.9941366149336734,0.7672557354440128,0.7961179159123625,0.9939545483488681,0.9979910858572288,0.771176081005402,61
