alpha,coverage_singleton,risk_1_minus_acc,macro_f1_on_decisions,benign_FPR_on_decisions,avg_set_size
0.01,0.14353162948977927,0.0007053904006008027,0.8815357830891994,0.00033898305084745765,3.6374750891546044
0.05,0.4400231335804023,0.0007697324641702252,0.9151305405554507,0.00215916101172116,1.8421104002051139
0.1,0.5730506899284432,0.0006304505051866194,0.9151658107853228,0.0018420446695832373,1.6010637368016223
