candidate,val_fine_macro_f1,val_fine_accuracy,val_coarse_macro_f1,val_bin_f1_malicious
best_raw_epoch_checkpoint,0.7701557221801876,0.9919854021589662,0.7938267447929704,0.9979499188339185
last_raw_checkpoint,0.769814009791012,0.9922358702187776,0.7962641749797685,0.9979945412581275
last_ema_shadow_checkpoint,0.7694924570125231,0.9922309292707084,0.7961179159123625,0.9979910858572288
