alpha,coverage,avg_set_size,singleton_coverage,singleton_risk,benign_fpr_singletons
0.01,0.99958336353302,2.567348145817309,0.16027142624058924,0.00014543074769579611,0.0
0.05,0.9991470575332642,1.9949806831690091,0.3720063282287952,0.0011082263287947036,0.0015432098765432098
0.1,0.9987967014312744,1.9146810829079552,0.4177170011421113,0.0014682239372814099,0.0009937888198757764
